"Step","12_sazut-tonat-zanohripok - episodic_return","12_sazut-tonat-zanohripok - episodic_return__MIN","12_sazut-tonat-zanohripok - episodic_return__MAX"
"2020928","2","2","2"
"2021209","13","13","13"
"2021567","13","13","13"
"2021604","2","2","2"
"2021733","13","13","13"
"2022038","13","13","13"
"2022130","13","13","13"
"2022222","3","3","3"
"2022467","13","13","13"
"2022809","13","13","13"
"2023894","13","13","13"
"2024237","13","13","13"
"2024765","13","13","13"
"2024830","13","13","13"
"2025010","13","13","13"
"2025719","13","13","13"
"2025823","13","13","13"
"2027406","13","13","13"
"2027693","13","13","13"
"2028547","13","13","13"
"2028786","13","13","13"
"2029278","13","13","13"
"2029506","13","13","13"
"2029633","13","13","13"
"2029845","2","2","2"
"2030083","13","13","13"
"2030326","2","2","2"
"2030744","13","13","13"
"2030898","13","13","13"
"2031043","1","1","1"
"2031275","13","13","13"
"2031511","3","3","3"
"2031938","2","2","2"
"2032132","13","13","13"
"2032449","13","13","13"
"2032805","13","13","13"
"2033560","13","13","13"
"2033732","13","13","13"
"2034447","13","13","13"
"2034519","2","2","2"
"2035712","13","13","13"
"2035970","13","13","13"
"2036329","13","13","13"
"2036599","13","13","13"
"2036771","13","13","13"
"2036818","13","13","13"
"2037232","3","3","3"
"2037321","2","2","2"
"2037586","13","13","13"
"2037762","13","13","13"
"2037982","13","13","13"
"2038131","13","13","13"
"2038576","13","13","13"
"2038793","13","13","13"
"2039396","3","3","3"
"2039539","13","13","13"
"2039746","2","2","2"
"2040533","13","13","13"
"2041282","13","13","13"
"2041495","13","13","13"
"2041799","3","3","3"
"2042709","13","13","13"
"2043153","13","13","13"
"2043424","13","13","13"
"2043466","13","13","13"
"2044525","13","13","13"
"2044765","13","13","13"
"2045027","13","13","13"
"2045315","13","13","13"
"2045463","13","13","13"
"2045561","3","3","3"
"2046000","13","13","13"
"2046295","1","1","1"
"2046595","13","13","13"
"2047405","13","13","13"
"2047445","13","13","13"
"2047584","13","13","13"
"2047929","13","13","13"
"2048070","3","3","3"
"2048524","13","13","13"
"2049517","13","13","13"
"2049671","13","13","13"
"2049990","13","13","13"
"2050467","13","13","13"
"2050518","13","13","13"
"2050982","13","13","13"
"2051063","13","13","13"
"2051138","13","13","13"
"2051587","13","13","13"
"2051857","13","13","13"
"2052082","13","13","13"
"2053004","13","13","13"
"2053270","3","3","3"
"2053335","13","13","13"
"2053478","13","13","13"
"2053612","13","13","13"
"2053830","13","13","13"
"2054304","13","13","13"
"2054663","13","13","13"
"2054819","13","13","13"
"2056416","13","13","13"
"2056466","3","3","3"
"2057016","2","2","2"
"2057297","13","13","13"
"2058435","13","13","13"
"2058915","13","13","13"
"2059607","13","13","13"
"2059722","13","13","13"
"2060429","13","13","13"
"2060746","13","13","13"
"2060889","13","13","13"
"2062992","13","13","13"
"2063648","13","13","13"
"2063802","13","13","13"
"2063850","3","3","3"
"2064522","13","13","13"
"2065466","13","13","13"
"2065955","13","13","13"
"2066095","13","13","13"
"2066659","13","13","13"
"2066819","13","13","13"
"2067338","13","13","13"
"2067767","13","13","13"
"2067988","3","3","3"
"2068419","13","13","13"
"2068546","13","13","13"
"2069162","13","13","13"
"2071234","13","13","13"
"2071740","13","13","13"
"2071831","13","13","13"
"2072656","13","13","13"
"2073116","3","3","3"
"2073561","13","13","13"
"2074108","13","13","13"
"2074509","13","13","13"
"2074600","0","0","0"
"2075081","13","13","13"
"2075244","13","13","13"
"2075372","0","0","0"
"2075395","13","13","13"
"2075682","13","13","13"
"2076280","13","13","13"
"2076813","13","13","13"
"2076899","13","13","13"
"2077282","13","13","13"
"2077320","3","3","3"
"2077706","13","13","13"
"2077802","13","13","13"
"2078350","3","3","3"
"2078584","13","13","13"
"2079778","13","13","13"
"2080163","13","13","13"
"2080330","13","13","13"
"2080467","3","3","3"
"2080590","13","13","13"
"2080682","13","13","13"
"2081127","13","13","13"
"2081212","13","13","13"
"2081299","13","13","13"
"2081570","13","13","13"
"2081976","13","13","13"
"2082327","13","13","13"
"2083136","2","2","2"
"2084480","13","13","13"
"2085017","13","13","13"
"2085112","13","13","13"
"2085859","13","13","13"
"2086760","13","13","13"
"2086926","13","13","13"
"2087474","13","13","13"
"2088488","13","13","13"
"2088751","13","13","13"
"2088960","13","13","13"
"2089266","13","13","13"
"2089335","13","13","13"
"2089948","13","13","13"
"2090442","13","13","13"
"2090939","13","13","13"
"2091127","13","13","13"
"2091481","13","13","13"
"2091695","13","13","13"
"2092411","13","13","13"
"2093248","13","13","13"
"2093593","13","13","13"
"2093672","13","13","13"
"2093874","13","13","13"
"2094030","13","13","13"
"2094111","3","3","3"
"2094327","13","13","13"
"2094395","13","13","13"
"2096104","13","13","13"
"2096168","10","10","10"
"2096299","13","13","13"
"2097522","13","13","13"
"2097643","13","13","13"
"2098331","13","13","13"
"2098597","13","13","13"
"2098664","13","13","13"
"2098731","13","13","13"
"2098890","13","13","13"
"2098944","13","13","13"
"2099069","13","13","13"
"2099318","3","3","3"
"2100034","13","13","13"
"2100239","13","13","13"
"2100376","3","3","3"
"2100622","13","13","13"
"2100746","13","13","13"
"2101835","1","1","1"
"2102094","13","13","13"
"2102321","13","13","13"
"2102361","3","3","3"
"2102424","13","13","13"
"2102569","13","13","13"
"2103306","13","13","13"
"2103396","2","2","2"
"2103611","13","13","13"
"2103812","3","3","3"
"2104394","13","13","13"
"2104576","13","13","13"
"2105252","13","13","13"
"2105538","13","13","13"
"2105665","3","3","3"
"2105917","13","13","13"
"2105931","13","13","13"
"2106127","13","13","13"
"2106176","13","13","13"
"2106347","13","13","13"
"2106724","13","13","13"
"2106827","13","13","13"
"2107010","13","13","13"
"2107304","13","13","13"
"2107703","13","13","13"
"2108139","13","13","13"
"2108273","13","13","13"
"2109160","13","13","13"
"2110146","13","13","13"
"2110327","13","13","13"
"2110557","1","1","1"
"2110884","13","13","13"
"2111605","10","10","10"
"2111882","13","13","13"
"2111972","13","13","13"
"2112573","13","13","13"
"2112780","13","13","13"
"2113328","13","13","13"
"2113713","13","13","13"
"2113858","13","13","13"
"2114045","13","13","13"
"2114116","13","13","13"
"2114613","13","13","13"
"2114892","13","13","13"
"2115140","13","13","13"
"2115201","2","2","2"
"2115771","13","13","13"
"2116315","13","13","13"
"2116465","13","13","13"
"2116641","0","0","0"
"2116938","13","13","13"
"2117124","13","13","13"
"2117501","13","13","13"
"2118346","13","13","13"
"2118625","13","13","13"
"2119460","13","13","13"
"2119867","13","13","13"
"2119933","13","13","13"
"2120132","13","13","13"
"2121659","13","13","13"
"2122194","2","2","2"
"2123074","13","13","13"
"2124317","13","13","13"
"2124468","3","3","3"
"2124669","13","13","13"
"2124741","13","13","13"
"2124912","2","2","2"
"2125028","13","13","13"
"2125122","13","13","13"
"2125345","13","13","13"
"2125435","13","13","13"
"2126468","13","13","13"
"2127202","13","13","13"
"2127526","13","13","13"
"2127648","2","2","2"
"2127812","13","13","13"
"2127943","2","2","2"
"2128210","13","13","13"
"2128692","13","13","13"
"2128709","13","13","13"
"2128930","13","13","13"
"2128961","13","13","13"
"2129036","13","13","13"
"2129645","13","13","13"
"2130342","13","13","13"
"2130458","13","13","13"
"2130951","13","13","13"
"2131218","13","13","13"
"2131309","13","13","13"
"2132145","13","13","13"
"2132161","13","13","13"
"2132587","13","13","13"
"2132812","13","13","13"
"2133675","13","13","13"
"2133959","13","13","13"
"2134337","3","3","3"
"2134589","13","13","13"
"2134619","3","3","3"
"2136052","13","13","13"
"2136773","13","13","13"
"2137414","13","13","13"
"2137651","13","13","13"
"2137758","13","13","13"
"2138252","13","13","13"
"2138586","13","13","13"
"2138690","13","13","13"
"2139081","1","1","1"
"2139675","13","13","13"
"2140026","13","13","13"
"2140556","13","13","13"
"2140674","13","13","13"
"2140898","13","13","13"
"2141492","13","13","13"
"2141621","13","13","13"
"2141796","13","13","13"
"2141890","13","13","13"
"2142217","13","13","13"
"2142283","13","13","13"
"2144154","13","13","13"
"2144245","13","13","13"
"2144331","13","13","13"
"2144584","2","2","2"
"2144930","13","13","13"
"2146578","13","13","13"
"2146779","13","13","13"
"2147199","13","13","13"
"2147770","13","13","13"
"2147900","13","13","13"
"2148085","13","13","13"
"2148830","13","13","13"
"2149859","3","3","3"
"2150679","13","13","13"
"2150883","13","13","13"
"2151079","2","2","2"
"2151852","1","1","1"
"2152291","13","13","13"
"2152587","13","13","13"
"2152895","1","1","1"
"2152957","13","13","13"
"2153340","13","13","13"
"2154658","13","13","13"
"2154887","1","1","1"
"2155051","13","13","13"
"2155085","13","13","13"
"2155228","3","3","3"
"2155580","13","13","13"
"2155695","3","3","3"
"2155934","13","13","13"
"2156306","13","13","13"
"2156421","13","13","13"
"2156733","13","13","13"
"2157035","13","13","13"
"2157183","13","13","13"
"2157340","13","13","13"
"2157714","13","13","13"
"2158211","3","3","3"
"2158571","13","13","13"
"2159442","13","13","13"
"2159710","13","13","13"
"2159805","13","13","13"
"2160103","13","13","13"
"2160510","13","13","13"
"2161883","13","13","13"
"2162225","13","13","13"
"2162971","13","13","13"
"2163070","2","2","2"
"2163318","3","3","3"
"2163339","13","13","13"
"2163503","13","13","13"
"2163882","13","13","13"
"2164351","13","13","13"
"2164435","13","13","13"
"2165004","13","13","13"
"2165339","13","13","13"
"2166094","2","2","2"
"2166391","13","13","13"
"2166439","13","13","13"
"2167886","13","13","13"
"2168030","13","13","13"
"2168395","13","13","13"
"2168723","3","3","3"
"2168873","2","2","2"
"2169127","13","13","13"
"2170294","13","13","13"
"2170671","13","13","13"
"2171710","13","13","13"
"2172535","13","13","13"
"2173110","13","13","13"
"2173134","13","13","13"
"2173839","13","13","13"
"2174207","13","13","13"
"2174967","13","13","13"
"2175045","13","13","13"
"2176281","2","2","2"
"2176331","13","13","13"
"2176951","13","13","13"
"2177016","13","13","13"
"2177087","13","13","13"
"2177500","13","13","13"
"2178443","13","13","13"
"2179276","13","13","13"
"2179383","13","13","13"
"2179742","13","13","13"
"2179865","13","13","13"
"2179989","13","13","13"
"2181916","13","13","13"
"2182101","13","13","13"
"2183847","13","13","13"
"2184789","13","13","13"
"2185804","13","13","13"
"2186076","13","13","13"
"2186351","13","13","13"
"2188317","1","1","1"
"2188382","13","13","13"
"2188558","13","13","13"
"2189800","13","13","13"
"2189938","13","13","13"
"2190028","13","13","13"
"2190269","13","13","13"
"2190663","13","13","13"
"2191316","3","3","3"
"2192345","13","13","13"
"2192597","13","13","13"
"2193010","13","13","13"
"2193725","13","13","13"
"2193832","13","13","13"
"2194260","13","13","13"
"2194311","13","13","13"
"2194521","13","13","13"
"2194593","13","13","13"
"2195030","3","3","3"
"2195174","13","13","13"
"2195309","3","3","3"
"2195473","13","13","13"
"2196530","3","3","3"
"2196700","13","13","13"
"2197585","13","13","13"
"2197726","13","13","13"
"2198329","2","2","2"
"2199134","13","13","13"
"2199997","13","13","13"
"2200284","13","13","13"
"2200985","13","13","13"
"2201028","13","13","13"
"2201921","13","13","13"
"2202285","13","13","13"
"2202385","13","13","13"
"2203140","13","13","13"
"2203809","13","13","13"
"2204118","13","13","13"
"2204395","13","13","13"
"2204560","3","3","3"
"2204659","2","2","2"
"2204740","13","13","13"
"2204958","13","13","13"
"2205624","13","13","13"
"2205958","13","13","13"
"2206192","2","2","2"
"2206217","3","3","3"
"2206759","13","13","13"
"2207812","13","13","13"
"2207947","13","13","13"
"2208135","13","13","13"
"2208584","2","2","2"
"2209104","13","13","13"
"2209593","13","13","13"
"2210262","13","13","13"
"2210480","13","13","13"
"2210529","13","13","13"
"2210644","13","13","13"
"2211147","13","13","13"
"2211207","13","13","13"
"2211769","13","13","13"
"2211926","13","13","13"
"2212038","13","13","13"
"2213945","13","13","13"
"2214084","13","13","13"
"2214436","3","3","3"
"2214486","13","13","13"
"2214772","3","3","3"
"2214800","13","13","13"
"2216198","13","13","13"
"2216291","2","2","2"
"2216428","1","1","1"
"2216555","3","3","3"
"2216724","13","13","13"
"2217232","13","13","13"
"2217394","13","13","13"
"2217520","13","13","13"
"2217633","13","13","13"
"2218832","13","13","13"
"2219186","13","13","13"
"2219705","13","13","13"
"2221165","13","13","13"
"2221451","13","13","13"
"2221846","13","13","13"
"2222105","13","13","13"
"2222175","3","3","3"
"2222649","13","13","13"
"2223008","3","3","3"
"2223154","13","13","13"
"2223216","13","13","13"
"2223420","13","13","13"
"2223442","3","3","3"
"2224530","13","13","13"
"2224876","13","13","13"
"2225261","13","13","13"
"2225485","2","2","2"
"2226233","13","13","13"
"2226627","13","13","13"
"2226788","13","13","13"
"2226838","13","13","13"
"2226894","13","13","13"
"2227184","13","13","13"
"2227882","2","2","2"
"2228401","0","0","0"
"2228516","13","13","13"
"2228976","13","13","13"
"2229036","13","13","13"
"2229352","13","13","13"
"2229818","13","13","13"
"2231226","13","13","13"
"2231732","3","3","3"
"2231828","13","13","13"
"2232698","13","13","13"
"2233611","13","13","13"
"2234149","13","13","13"
"2234601","0","0","0"
"2234778","3","3","3"
"2235370","13","13","13"
"2235795","2","2","2"
"2236584","13","13","13"
"2236683","13","13","13"
"2236845","13","13","13"
"2237267","13","13","13"
"2238068","13","13","13"
"2238086","13","13","13"
"2238502","13","13","13"
"2238838","13","13","13"
"2239119","3","3","3"
"2239278","13","13","13"
"2240112","13","13","13"
"2240817","13","13","13"
"2241114","13","13","13"
"2241349","3","3","3"
"2242088","13","13","13"
"2242274","13","13","13"
"2242800","13","13","13"
"2243081","13","13","13"
"2243171","13","13","13"
"2243781","13","13","13"
"2243944","13","13","13"
"2244001","13","13","13"
"2244457","13","13","13"
"2244954","13","13","13"
"2245238","13","13","13"
"2245411","13","13","13"
"2245870","13","13","13"
"2246384","13","13","13"
"2246598","13","13","13"
"2246857","13","13","13"
"2247882","3","3","3"
"2248143","13","13","13"
"2250018","13","13","13"
"2250185","13","13","13"
"2250592","13","13","13"
"2250981","13","13","13"
"2251274","13","13","13"
"2251339","13","13","13"
"2251849","13","13","13"
"2252495","13","13","13"
"2253247","13","13","13"
"2253609","13","13","13"
"2253678","13","13","13"
"2253798","10","10","10"
"2254369","13","13","13"
"2254730","13","13","13"
"2254833","13","13","13"
"2255628","13","13","13"
"2255727","13","13","13"
"2255782","13","13","13"
"2256161","13","13","13"
"2256430","13","13","13"
"2256536","13","13","13"
"2256780","13","13","13"
"2257035","13","13","13"
"2257254","13","13","13"
"2257599","13","13","13"
"2257697","13","13","13"
"2257833","13","13","13"
"2258545","13","13","13"
"2258827","3","3","3"
"2259569","13","13","13"
"2259869","13","13","13"
"2261233","13","13","13"
"2262603","13","13","13"
"2263695","13","13","13"
"2264029","13","13","13"
"2264284","2","2","2"
"2265135","13","13","13"
"2265921","3","3","3"
"2266075","13","13","13"
"2266385","3","3","3"
"2266885","13","13","13"
"2268009","13","13","13"
"2269083","13","13","13"
"2269502","13","13","13"
"2269624","2","2","2"
"2270318","13","13","13"
"2270456","13","13","13"
"2271361","13","13","13"
"2272283","13","13","13"
"2272558","13","13","13"
"2272669","13","13","13"
"2273317","13","13","13"
"2273800","3","3","3"
"2273917","13","13","13"
"2274255","13","13","13"
"2274588","13","13","13"
"2275207","3","3","3"
"2275503","13","13","13"
"2276911","13","13","13"
"2277191","13","13","13"
"2277758","0","0","0"
"2278007","3","3","3"
"2279209","13","13","13"
"2279559","13","13","13"
"2280158","13","13","13"
"2280677","13","13","13"
"2281007","13","13","13"
"2281153","13","13","13"
"2281244","13","13","13"
"2281501","13","13","13"
"2281871","13","13","13"
"2282225","13","13","13"
"2282631","13","13","13"
"2282735","13","13","13"
"2282754","1","1","1"
"2282832","0","0","0"
"2283332","3","3","3"
"2285246","13","13","13"
"2285520","13","13","13"
"2286175","3","3","3"
"2286263","13","13","13"
"2286505","13","13","13"
"2287154","2","2","2"
"2287420","3","3","3"
"2288351","13","13","13"
"2289596","13","13","13"
"2290213","13","13","13"
"2290245","13","13","13"
"2291216","13","13","13"
"2292046","3","3","3"
"2292161","13","13","13"
"2292235","13","13","13"
"2292409","3","3","3"
"2293381","13","13","13"
"2293719","13","13","13"
"2293970","13","13","13"
"2294205","13","13","13"
"2294500","13","13","13"
"2295595","13","13","13"
"2295922","13","13","13"
"2296387","13","13","13"
"2296543","13","13","13"
"2296666","13","13","13"
"2297731","13","13","13"
"2297994","13","13","13"
"2298053","13","13","13"
"2298532","13","13","13"
"2299154","13","13","13"
"2299331","13","13","13"
"2300620","13","13","13"
"2301571","13","13","13"
"2301888","13","13","13"
"2302120","13","13","13"
"2302349","13","13","13"
"2302913","13","13","13"
"2303248","13","13","13"
"2303354","13","13","13"
"2303464","13","13","13"
"2303683","13","13","13"
"2303766","13","13","13"
"2304050","13","13","13"
"2304394","13","13","13"
"2306128","13","13","13"
"2306583","13","13","13"
"2306634","13","13","13"
"2306753","13","13","13"
"2307216","13","13","13"
"2307421","13","13","13"
"2308717","13","13","13"
"2309087","13","13","13"
"2309411","2","2","2"
"2309450","13","13","13"
"2309523","13","13","13"
"2309913","13","13","13"
"2310571","13","13","13"
"2310758","13","13","13"
"2310966","1","1","1"
"2311054","13","13","13"
"2311493","13","13","13"
"2311592","13","13","13"
"2312321","13","13","13"
"2312590","13","13","13"
"2313050","2","2","2"
"2313581","13","13","13"
"2313640","13","13","13"
"2313894","13","13","13"
"2314241","13","13","13"
"2314766","13","13","13"
"2314978","2","2","2"
"2315154","13","13","13"
"2315766","13","13","13"
"2316161","13","13","13"
"2317099","13","13","13"
"2317224","0","0","0"
"2317254","13","13","13"
"2317344","2","2","2"
"2317757","13","13","13"
"2317823","13","13","13"
"2318955","13","13","13"
"2319805","13","13","13"
"2319853","13","13","13"
"2320338","13","13","13"
"2320660","0","0","0"
"2321434","13","13","13"
"2322164","3","3","3"
"2322323","13","13","13"
"2322450","13","13","13"
"2323195","0","0","0"
"2323462","13","13","13"
"2323682","2","2","2"
"2324256","13","13","13"
"2324485","13","13","13"
"2324632","13","13","13"
"2324809","13","13","13"
"2324882","13","13","13"
"2325702","13","13","13"
"2326167","13","13","13"
"2326552","13","13","13"
"2326719","13","13","13"
"2326933","13","13","13"
"2327796","13","13","13"
"2327942","13","13","13"
"2328146","13","13","13"
"2328230","13","13","13"
"2328659","13","13","13"
"2329242","13","13","13"
"2329461","13","13","13"
"2329633","1","1","1"
"2329684","13","13","13"
"2329881","13","13","13"
"2330342","13","13","13"
"2330875","13","13","13"
"2331461","13","13","13"
"2331802","13","13","13"
"2333272","2","2","2"
"2333902","13","13","13"
"2334239","13","13","13"
"2334483","13","13","13"
"2334687","1","1","1"
"2335231","13","13","13"
"2335288","3","3","3"
"2335570","13","13","13"
"2336283","3","3","3"
"2336423","2","2","2"
"2336558","2","2","2"
"2337029","13","13","13"
"2337144","13","13","13"
"2337555","13","13","13"
"2337716","13","13","13"
"2338203","13","13","13"
"2338407","13","13","13"
"2338719","13","13","13"
"2338899","13","13","13"
"2339214","13","13","13"
"2340059","13","13","13"
"2340334","13","13","13"
"2340415","3","3","3"
"2340475","13","13","13"
"2341011","13","13","13"
"2341087","13","13","13"
"2341211","13","13","13"
"2342035","13","13","13"
"2342286","13","13","13"
"2342367","13","13","13"
"2343039","13","13","13"
"2343057","0","0","0"
"2343270","13","13","13"
"2344088","13","13","13"
"2345496","13","13","13"
"2345871","2","2","2"
"2345930","13","13","13"
"2346406","13","13","13"
"2347342","13","13","13"
"2347409","13","13","13"
"2347573","13","13","13"
"2347987","13","13","13"
"2348938","13","13","13"
"2349148","13","13","13"
"2349237","13","13","13"
"2350431","13","13","13"
"2350505","3","3","3"
"2350718","2","2","2"
"2351242","13","13","13"
"2351324","13","13","13"
"2351679","13","13","13"
"2351832","13","13","13"
"2352102","13","13","13"
"2352135","13","13","13"
"2352531","13","13","13"
"2353641","13","13","13"
"2353864","13","13","13"
"2353973","13","13","13"
"2354332","13","13","13"
"2355458","13","13","13"
"2355575","3","3","3"
"2356175","13","13","13"
"2357959","13","13","13"
"2358319","1","1","1"
"2358472","13","13","13"
"2359081","13","13","13"
"2360142","13","13","13"
"2361223","13","13","13"
"2362076","13","13","13"
"2362405","1","1","1"
"2364167","13","13","13"
"2364457","13","13","13"
"2364872","13","13","13"
"2365255","13","13","13"
"2365579","3","3","3"
"2365775","13","13","13"
"2366697","13","13","13"
"2366727","13","13","13"
"2367135","13","13","13"
"2367564","13","13","13"
"2369110","13","13","13"
"2369628","13","13","13"
"2369804","13","13","13"
"2369860","13","13","13"
"2370326","13","13","13"
"2370593","3","3","3"
"2370940","13","13","13"
"2370963","13","13","13"
"2371336","13","13","13"
"2373892","13","13","13"
"2374732","13","13","13"
"2375194","13","13","13"
"2375627","13","13","13"
"2376150","13","13","13"
"2376269","13","13","13"
"2377251","13","13","13"
"2377995","13","13","13"
"2378354","3","3","3"
"2378375","13","13","13"
"2378866","1","1","1"
"2378977","13","13","13"
"2379098","13","13","13"
"2379467","13","13","13"
"2379551","13","13","13"
"2379984","13","13","13"
"2380047","13","13","13"
"2380385","13","13","13"
"2380579","13","13","13"
"2380652","13","13","13"
"2381191","13","13","13"
"2381874","13","13","13"
"2382219","13","13","13"
"2382344","13","13","13"
"2382687","13","13","13"
"2382934","13","13","13"
"2383104","13","13","13"
"2383300","13","13","13"
"2383434","13","13","13"
"2383912","2","2","2"
"2384158","13","13","13"
"2384192","13","13","13"
"2385232","13","13","13"
"2385661","13","13","13"
"2385709","13","13","13"
"2385773","10","10","10"
"2386088","13","13","13"
"2386397","13","13","13"
"2387197","13","13","13"
"2387280","13","13","13"
"2387682","3","3","3"
"2387844","13","13","13"
"2387990","13","13","13"
"2388037","13","13","13"
"2388106","13","13","13"
"2388241","3","3","3"
"2388688","13","13","13"
"2388736","13","13","13"
"2388957","13","13","13"
"2390080","13","13","13"
"2390471","13","13","13"
"2390602","13","13","13"
"2391369","13","13","13"
"2392324","13","13","13"
"2392802","13","13","13"
"2393183","13","13","13"
"2393684","2","2","2"
"2393744","13","13","13"
"2393927","13","13","13"
"2394438","3","3","3"
"2395659","13","13","13"
"2396183","13","13","13"
"2396488","13","13","13"
"2396976","2","2","2"
"2396997","13","13","13"
"2397768","13","13","13"
"2398404","13","13","13"
"2399239","13","13","13"
"2400166","13","13","13"
"2400410","13","13","13"
"2400772","13","13","13"
"2400880","13","13","13"
"2401042","13","13","13"
"2401096","13","13","13"
"2401222","13","13","13"
"2401419","13","13","13"
"2402706","13","13","13"
"2403606","13","13","13"
"2403851","13","13","13"
"2403976","13","13","13"
"2404243","10","10","10"
"2404752","13","13","13"
"2405402","2","2","2"
"2405543","2","2","2"
"2405613","13","13","13"
"2405771","13","13","13"
"2405896","13","13","13"
"2406099","13","13","13"
"2406182","13","13","13"
"2406404","13","13","13"
"2406555","3","3","3"
"2406742","13","13","13"
"2407248","13","13","13"
"2407300","13","13","13"
"2407469","13","13","13"
"2407591","13","13","13"
"2408557","13","13","13"
"2408644","13","13","13"
"2408742","13","13","13"
"2408788","13","13","13"
"2408859","1","1","1"
"2409552","13","13","13"
"2410002","13","13","13"
"2410087","13","13","13"
"2410225","2","2","2"
"2410582","13","13","13"
"2411046","13","13","13"
"2411315","2","2","2"
"2411547","13","13","13"
"2411730","13","13","13"
"2412484","13","13","13"
"2413332","2","2","2"
"2413764","13","13","13"
"2413862","13","13","13"
"2413959","13","13","13"
"2415559","13","13","13"
"2416744","13","13","13"
"2416930","13","13","13"
"2417049","3","3","3"
"2417371","13","13","13"
"2417942","13","13","13"
"2419313","13","13","13"
"2420386","13","13","13"
"2420953","13","13","13"
"2421030","13","13","13"
"2421144","13","13","13"
"2421474","13","13","13"
"2421553","13","13","13"
"2421736","13","13","13"
"2421869","13","13","13"
"2422298","13","13","13"
"2422552","13","13","13"
"2423208","13","13","13"
"2423605","13","13","13"
"2423917","13","13","13"
"2423938","13","13","13"
"2424794","13","13","13"
"2425044","13","13","13"
"2425269","13","13","13"
"2426536","13","13","13"
"2426943","13","13","13"
"2427064","13","13","13"
"2427672","13","13","13"
"2428333","13","13","13"
"2428392","13","13","13"
"2429535","13","13","13"
"2429816","13","13","13"
"2430052","2","2","2"
"2430815","13","13","13"
"2430904","13","13","13"
"2431065","13","13","13"
"2431524","13","13","13"
"2432088","13","13","13"
"2432296","13","13","13"
"2432365","13","13","13"
"2432809","2","2","2"
"2432994","1","1","1"
"2433399","13","13","13"
"2433572","13","13","13"
"2433965","13","13","13"
"2435301","3","3","3"
"2435481","13","13","13"
"2436099","3","3","3"
"2436386","13","13","13"
"2437047","13","13","13"
"2437468","2","2","2"
"2437972","13","13","13"
"2438317","13","13","13"
"2438780","13","13","13"
"2438862","3","3","3"
"2439900","13","13","13"
"2440063","13","13","13"
"2440100","13","13","13"
"2440796","13","13","13"
"2441240","13","13","13"
"2442146","13","13","13"
"2442620","13","13","13"
"2443241","13","13","13"
"2444163","13","13","13"
"2444579","0","0","0"
"2444840","0","0","0"
"2445093","13","13","13"
"2445913","13","13","13"
"2446424","13","13","13"
"2447705","13","13","13"
"2448108","3","3","3"
"2448813","13","13","13"
"2448835","13","13","13"
"2448931","13","13","13"
"2448961","13","13","13"
"2449512","13","13","13"
"2450051","13","13","13"
"2451044","13","13","13"
"2451116","13","13","13"
"2451197","2","2","2"
"2451259","13","13","13"
"2451683","13","13","13"
"2452776","13","13","13"
"2452957","3","3","3"
"2453179","13","13","13"
"2453750","13","13","13"
"2453919","13","13","13"
"2454642","13","13","13"
"2454701","13","13","13"
"2455519","13","13","13"
"2456157","13","13","13"
"2456991","13","13","13"
"2457068","13","13","13"
"2457193","13","13","13"
"2457453","13","13","13"
"2457852","13","13","13"
"2457993","13","13","13"
"2458404","13","13","13"
"2458539","13","13","13"
"2458671","13","13","13"
"2459081","13","13","13"
"2459157","13","13","13"
"2459324","10","10","10"
"2459887","13","13","13"
"2460367","3","3","3"
"2461052","13","13","13"
"2461160","13","13","13"
"2461269","13","13","13"
"2461343","13","13","13"
"2462499","2","2","2"
"2463204","13","13","13"
"2463596","13","13","13"
"2463625","13","13","13"
"2464188","13","13","13"
"2464619","13","13","13"
"2465045","13","13","13"
"2465836","13","13","13"
"2466197","13","13","13"
"2467757","13","13","13"
"2468334","2","2","2"
"2468668","10","10","10"
"2469023","13","13","13"
"2469162","13","13","13"
"2469604","13","13","13"
"2469638","1","1","1"
"2469771","3","3","3"
"2469841","13","13","13"
"2470955","13","13","13"
"2471220","13","13","13"
"2471302","13","13","13"
"2471627","13","13","13"
"2472555","13","13","13"
"2472979","13","13","13"
"2473606","13","13","13"
"2474733","13","13","13"
"2475315","3","3","3"
"2475461","13","13","13"
"2475730","2","2","2"
"2476767","13","13","13"
"2476867","13","13","13"
"2477764","1","1","1"
"2478061","13","13","13"
"2478480","13","13","13"
"2478851","13","13","13"
"2479048","3","3","3"
"2479163","13","13","13"
"2480244","13","13","13"
"2480978","13","13","13"
"2481608","13","13","13"
"2481668","3","3","3"
"2482128","13","13","13"
"2482264","13","13","13"
"2482696","13","13","13"
"2483603","13","13","13"
"2483832","13","13","13"
"2483920","13","13","13"
"2484891","3","3","3"
"2485139","2","2","2"
"2485553","2","2","2"
"2486206","3","3","3"
"2486259","13","13","13"
"2486611","13","13","13"
"2487148","13","13","13"
"2487526","13","13","13"
"2487921","13","13","13"
"2487998","13","13","13"
"2489808","13","13","13"
"2490097","13","13","13"
"2490220","13","13","13"
"2490278","13","13","13"
"2490616","13","13","13"
"2491074","13","13","13"
"2491480","13","13","13"
"2491847","3","3","3"
"2492149","2","2","2"
"2492595","13","13","13"
"2492844","13","13","13"
"2492966","13","13","13"
"2493177","13","13","13"
"2493520","1","1","1"
"2493848","13","13","13"
"2494404","13","13","13"
"2495358","13","13","13"
"2495696","13","13","13"
"2496479","13","13","13"
"2496689","13","13","13"
"2496760","13","13","13"
"2496998","13","13","13"
"2497287","13","13","13"
"2497772","13","13","13"
"2498040","13","13","13"
